"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
"1",0,3,1,4,7,3,2,2,2,6,4,5,3,1,2,0,0,1,2,0,9,0,0,0,2,2,5,0,1,0,2,1,0,0,0,1,0,1,1,3,1,0,0,0,1
"2",3,0,5,19,32,13,18,2,7,20,23,15,7,5,5,5,3,16,10,7,44,4,6,4,4,6,9,2,4,3,5,0,2,1,6,0,4,1,3,11,3,8,3,3,4
"3",1,5,0,4,14,3,6,3,4,6,6,5,2,2,3,2,1,6,2,1,13,2,2,2,1,2,7,2,0,0,2,0,1,2,2,2,2,1,2,6,0,2,0,1,2
"4",4,19,4,0,65,38,28,11,17,40,45,41,17,19,15,6,3,31,15,6,130,13,7,13,9,26,35,2,4,6,15,13,7,12,16,7,15,6,4,24,13,27,1,7,4
"5",7,32,14,65,0,103,103,15,29,61,125,58,39,63,29,14,12,81,43,33,202,15,14,48,18,41,77,12,16,27,28,8,11,16,37,11,39,14,17,51,28,46,4,20,12
"6",3,13,3,38,103,0,60,16,17,44,68,43,30,31,25,9,7,43,23,19,126,8,10,21,14,24,47,5,10,14,20,8,5,9,17,2,19,6,15,27,20,26,6,16,10
"7",2,18,6,28,103,60,0,6,11,27,69,46,33,32,21,7,3,41,17,13,129,7,7,20,9,28,52,7,10,10,22,7,4,13,18,13,16,5,7,29,19,39,3,20,7
"8",2,2,3,11,15,16,6,0,12,9,18,19,4,5,1,6,1,15,9,5,34,4,4,4,3,4,8,3,2,4,1,3,2,1,4,2,3,2,4,6,1,8,1,2,1
"9",2,7,4,17,29,17,11,12,0,13,21,16,5,6,9,8,2,17,12,5,38,7,5,12,1,9,15,3,3,2,4,2,2,5,5,0,8,2,4,12,5,4,0,3,2
"10",6,20,6,40,61,44,27,9,13,0,48,47,12,24,12,7,2,38,18,9,137,9,5,15,7,26,34,4,6,5,17,9,6,7,26,4,15,7,9,13,14,23,3,4,8
"11",4,23,6,45,125,68,69,18,21,48,0,66,31,47,27,11,10,67,28,15,158,12,13,25,10,27,69,10,15,14,26,8,7,13,20,10,22,11,15,36,19,37,3,19,18
"12",5,15,5,41,58,43,46,19,16,47,66,0,20,26,19,13,6,90,17,13,171,11,5,11,9,28,52,7,8,11,23,6,5,5,40,9,19,9,11,31,15,29,2,9,13
"13",3,7,2,17,39,30,33,4,5,12,31,20,0,22,13,5,4,17,5,17,72,5,3,7,4,10,34,1,5,8,13,3,1,5,10,3,8,4,4,18,13,14,2,8,3
"14",1,5,2,19,63,31,32,5,6,24,47,26,22,0,17,6,5,29,17,21,95,5,10,15,5,19,39,11,22,20,7,4,5,7,19,3,19,8,7,18,20,18,5,9,3
"15",2,5,3,15,29,25,21,1,9,12,27,19,13,17,0,3,6,19,7,8,60,6,8,9,5,11,23,4,6,10,7,2,2,4,9,2,11,6,10,15,11,10,3,6,2
"16",0,5,2,6,14,9,7,6,8,7,11,13,5,6,3,0,3,20,10,1,50,5,3,2,4,4,10,1,2,5,3,2,5,2,15,2,5,2,1,8,3,7,1,1,6
"17",0,3,1,3,12,7,3,1,2,2,10,6,4,5,6,3,0,8,3,0,27,4,1,2,0,5,8,1,1,0,2,0,2,1,6,1,1,2,0,4,5,3,1,1,3
"18",1,16,6,31,81,43,41,15,17,38,67,90,17,29,19,20,8,0,26,14,177,14,8,23,12,37,48,7,15,13,28,12,6,17,36,6,21,14,9,30,10,39,2,13,17
"19",2,10,2,15,43,23,17,9,12,18,28,17,5,17,7,10,3,26,0,7,90,5,4,21,8,16,21,2,6,2,5,4,6,6,21,4,9,6,4,24,10,18,3,7,13
"20",0,7,1,6,33,19,13,5,5,9,15,13,17,21,8,1,0,14,7,0,37,4,6,7,2,3,17,6,8,10,3,3,5,3,7,2,8,3,5,11,7,3,5,7,1
"21",9,44,13,130,202,126,129,34,38,137,158,171,72,95,60,50,27,177,90,37,0,32,25,62,32,99,225,28,54,44,70,34,26,25,113,22,57,40,30,116,74,106,14,46,32
"22",0,4,2,13,15,8,7,4,7,9,12,11,5,5,6,5,4,14,5,4,32,0,8,6,1,5,13,3,1,0,3,1,1,5,9,2,6,2,5,8,4,8,0,3,2
"23",0,6,2,7,14,10,7,4,5,5,13,5,3,10,8,3,1,8,4,6,25,8,0,4,1,6,14,1,4,4,1,1,1,3,2,0,8,1,4,3,3,3,2,4,3
"24",0,4,2,13,48,21,20,4,12,15,25,11,7,15,9,2,2,23,21,7,62,6,4,0,5,13,30,5,10,4,8,4,10,9,12,4,13,5,5,16,10,20,2,11,4
"25",2,4,1,9,18,14,9,3,1,7,10,9,4,5,5,4,0,12,8,2,32,1,1,5,0,11,10,1,3,3,5,9,1,4,6,3,5,3,1,13,3,7,0,3,2
"26",2,6,2,26,41,24,28,4,9,26,27,28,10,19,11,4,5,37,16,3,99,5,6,13,11,0,32,1,7,10,19,10,4,11,18,6,19,6,5,25,14,24,1,13,3
"27",5,9,7,35,77,47,52,8,15,34,69,52,34,39,23,10,8,48,21,17,225,13,14,30,10,32,0,14,25,24,18,13,5,13,30,10,34,15,21,31,28,47,5,25,13
"28",0,2,2,2,12,5,7,3,3,4,10,7,1,11,4,1,1,7,2,6,28,3,1,5,1,1,14,0,7,5,2,0,2,0,4,2,6,3,4,7,9,3,2,4,1
"29",1,4,0,4,16,10,10,2,3,6,15,8,5,22,6,2,1,15,6,8,54,1,4,10,3,7,25,7,0,6,7,3,1,3,6,1,18,4,5,8,10,4,3,11,1
"30",0,3,0,6,27,14,10,4,2,5,14,11,8,20,10,5,0,13,2,10,44,0,4,4,3,10,24,5,6,0,5,3,4,2,13,5,12,2,12,13,10,16,3,11,3
"31",2,5,2,15,28,20,22,1,4,17,26,23,13,7,7,3,2,28,5,3,70,3,1,8,5,19,18,2,7,5,0,12,1,7,17,8,9,10,4,19,11,29,0,12,6
"32",1,0,0,13,8,8,7,3,2,9,8,6,3,4,2,2,0,12,4,3,34,1,1,4,9,10,13,0,3,3,12,0,1,1,6,6,4,5,4,7,6,7,2,0,3
"33",0,2,1,7,11,5,4,2,2,6,7,5,1,5,2,5,2,6,6,5,26,1,1,10,1,4,5,2,1,4,1,1,0,2,8,3,5,2,1,8,3,10,3,3,6
"34",0,1,2,12,16,9,13,1,5,7,13,5,5,7,4,2,1,17,6,3,25,5,3,9,4,11,13,0,3,2,7,1,2,0,9,0,11,4,1,12,8,13,2,5,2
"35",0,6,2,16,37,17,18,4,5,26,20,40,10,19,9,15,6,36,21,7,113,9,2,12,6,18,30,4,6,13,17,6,8,9,0,5,13,11,9,21,12,15,3,9,6
"36",1,0,2,7,11,2,13,2,0,4,10,9,3,3,2,2,1,6,4,2,22,2,0,4,3,6,10,2,1,5,8,6,3,0,5,0,5,7,2,10,3,11,1,3,4
"37",0,4,2,15,39,19,16,3,8,15,22,19,8,19,11,5,1,21,9,8,57,6,8,13,5,19,34,6,18,12,9,4,5,11,13,5,0,5,12,16,14,13,3,14,4
"38",1,1,1,6,14,6,5,2,2,7,11,9,4,8,6,2,2,14,6,3,40,2,1,5,3,6,15,3,4,2,10,5,2,4,11,7,5,0,4,16,9,13,1,1,5
"39",1,3,2,4,17,15,7,4,4,9,15,11,4,7,10,1,0,9,4,5,30,5,4,5,1,5,21,4,5,12,4,4,1,1,9,2,12,4,0,8,10,9,10,8,1
"40",3,11,6,24,51,27,29,6,12,13,36,31,18,18,15,8,4,30,24,11,116,8,3,16,13,25,31,7,8,13,19,7,8,12,21,10,16,16,8,0,10,45,3,6,5
"41",1,3,0,13,28,20,19,1,5,14,19,15,13,20,11,3,5,10,10,7,74,4,3,10,3,14,28,9,10,10,11,6,3,8,12,3,14,9,10,10,0,16,12,18,2
"42",0,8,2,27,46,26,39,8,4,23,37,29,14,18,10,7,3,39,18,3,106,8,3,20,7,24,47,3,4,16,29,7,10,13,15,11,13,13,9,45,16,0,3,9,8
"43",0,3,0,1,4,6,3,1,0,3,3,2,2,5,3,1,1,2,3,5,14,0,2,2,0,1,5,2,3,3,0,2,3,2,3,1,3,1,10,3,12,3,0,5,0
"44",0,3,1,7,20,16,20,2,3,4,19,9,8,9,6,1,1,13,7,7,46,3,4,11,3,13,25,4,11,11,12,0,3,5,9,3,14,1,8,6,18,9,5,0,3
"45",1,4,2,4,12,10,7,1,2,8,18,13,3,3,2,6,3,17,13,1,32,2,3,4,2,3,13,1,1,3,6,3,6,2,6,4,4,5,1,5,2,8,0,3,0
