"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
"20",12,32,8,61,198,112,146,34,23,83,203,96,122,130,70,16,17,80,29,0,263,29,28,56,28,52,163,73,130,50,46,16,10,35,74,18,145,19,29,57,92,88,22,78,34
"21",31,106,31,180,523,266,346,80,86,339,531,506,177,169,209,81,50,365,131,263,0,74,59,146,77,193,364,73,129,90,168,88,25,75,314,61,203,79,53,181,136,291,27,117,138
"22",4,14,16,23,65,38,32,5,14,35,76,29,23,32,23,13,14,39,12,29,74,0,15,27,11,27,41,15,16,17,26,8,5,15,27,5,22,11,9,21,13,21,2,8,12
"23",2,7,7,7,45,29,31,3,10,16,53,29,33,23,19,7,8,34,14,28,59,15,0,13,8,22,51,10,14,9,11,4,4,13,19,6,24,11,6,22,14,24,2,14,11
"24",9,34,14,46,175,79,114,25,41,66,168,71,51,51,51,23,17,86,86,56,146,27,13,0,43,52,112,20,34,23,46,19,33,20,56,30,63,33,19,54,32,50,6,37,38
"25",5,16,3,26,73,27,47,10,23,38,75,56,24,19,34,15,8,47,35,28,77,11,8,43,0,29,49,9,18,9,16,20,11,12,43,12,23,13,10,29,14,38,3,14,40
"26",8,21,10,54,158,79,91,25,17,98,151,86,59,48,46,26,15,101,43,52,193,27,22,52,29,0,108,24,35,25,50,21,9,38,75,20,60,28,18,57,48,80,13,36,38
"27",11,47,17,89,345,187,208,34,43,132,325,169,131,122,94,34,24,144,72,163,364,41,51,112,49,108,0,70,113,44,67,39,24,76,125,41,167,45,48,118,129,184,20,78,55
"28",2,9,4,28,79,46,53,8,6,30,77,36,46,63,29,9,5,47,14,73,73,15,10,20,9,24,70,0,69,13,20,10,4,18,27,6,67,13,11,20,27,37,3,21,8
"29",3,17,4,26,127,61,98,21,14,47,125,41,65,117,45,6,8,48,25,130,129,16,14,34,18,35,113,69,0,38,23,11,5,22,52,10,124,9,15,35,62,35,13,51,16
"30",1,6,3,28,79,41,54,3,11,31,66,51,34,41,23,7,6,38,10,50,90,17,9,23,9,25,44,13,38,0,22,9,2,13,34,7,43,9,21,29,33,33,10,34,8
"31",1,12,4,56,116,55,57,18,20,72,129,97,49,40,51,27,10,90,29,46,168,26,11,46,16,50,67,20,23,22,0,40,14,27,111,19,50,24,19,69,21,76,4,31,31
"32",1,15,2,20,51,29,29,5,20,39,60,54,29,22,21,13,8,35,16,16,88,8,4,19,20,21,39,10,11,9,40,0,7,18,63,13,17,18,8,25,11,31,1,8,28
"33",2,6,6,9,40,16,17,7,16,21,33,25,12,8,11,9,4,7,20,10,25,5,4,33,11,9,24,4,5,2,14,7,0,7,16,14,14,8,6,15,8,15,3,8,6
"34",3,11,4,36,86,52,62,14,12,48,87,44,35,37,31,14,8,37,16,35,75,15,13,20,12,38,76,18,22,13,27,18,7,0,31,13,40,16,16,50,40,57,4,22,14
"35",7,20,9,60,161,85,98,28,34,131,197,201,68,69,96,38,20,149,53,74,314,27,19,56,43,75,125,27,52,34,111,63,16,31,0,26,72,40,24,86,47,115,10,41,61
"36",1,9,3,19,54,29,36,8,21,24,55,36,25,17,18,13,4,26,16,18,61,5,6,30,12,20,41,6,10,7,19,13,14,13,26,0,16,39,7,28,8,37,3,7,15
"37",7,23,7,48,148,92,116,17,19,70,170,88,71,91,58,17,12,81,36,145,203,22,24,63,23,60,167,67,124,43,50,17,14,40,72,16,0,23,48,61,114,74,26,98,26
"38",3,18,5,13,62,37,40,6,17,33,63,35,36,24,21,11,9,29,17,19,79,11,11,33,13,28,45,13,9,9,24,18,8,16,40,39,23,0,7,60,20,55,5,12,17
"39",1,5,6,16,56,25,30,8,7,18,44,35,22,22,17,12,1,24,11,29,53,9,6,19,10,18,48,11,15,21,19,8,6,16,24,7,48,7,0,18,44,26,16,31,10
"40",13,21,6,69,168,95,81,18,26,81,183,79,59,43,56,24,15,82,40,57,181,21,22,54,29,57,118,20,35,29,69,25,15,50,86,28,61,60,18,0,55,155,8,35,40
"41",3,16,5,38,110,71,82,7,12,39,112,45,60,61,42,13,12,49,23,92,136,13,14,32,14,48,129,27,62,33,21,11,8,40,47,8,114,20,44,55,0,52,19,71,17
"42",8,41,7,70,212,131,128,29,39,157,255,166,95,74,61,34,21,112,48,88,291,21,24,50,38,80,184,37,35,33,76,31,15,57,115,37,74,55,26,155,52,0,18,52,48
"43",0,3,0,3,23,16,15,2,1,9,19,11,4,8,8,2,1,5,1,22,27,2,2,6,3,13,20,3,13,10,4,1,3,4,10,3,26,5,16,8,19,18,0,18,0
"44",5,8,7,34,102,38,64,13,12,34,99,43,43,41,29,11,4,40,17,78,117,8,14,37,14,36,78,21,51,34,31,8,8,22,41,7,98,12,31,35,71,52,18,0,13
"45",5,24,3,34,84,55,42,15,25,67,95,76,36,28,31,22,7,80,42,34,138,12,11,38,40,38,55,8,16,8,31,28,6,14,61,15,26,17,10,40,17,48,0,13,0
