"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
"34",2,8,3,23,45,23,28,6,8,13,47,25,17,27,14,3,5,25,5,16,50,12,2,13,4,25,38,11,19,5,13,6,6,0,11,5,16,9,4,23,18,32,4,14,12
"35",10,10,7,38,54,44,35,12,12,58,96,121,28,23,53,27,11,100,9,29,186,10,7,24,16,40,76,11,20,21,49,39,10,11,0,8,36,16,12,50,32,60,8,13,29
"36",4,4,5,12,35,13,18,5,5,8,22,17,7,10,9,5,2,18,11,6,44,4,2,13,9,16,18,4,4,7,11,3,3,5,8,0,12,10,4,16,9,12,4,6,3
"37",1,9,3,37,69,38,56,11,8,39,70,49,30,38,26,9,7,61,15,44,112,12,11,21,9,35,78,30,73,28,18,6,8,16,36,12,0,10,21,26,61,43,17,40,12
"38",0,6,1,10,26,12,12,5,2,10,25,18,9,14,10,6,3,13,7,12,46,7,3,10,2,17,27,8,11,4,13,7,7,9,16,10,10,0,7,18,18,22,4,11,6
"39",1,7,1,6,25,24,24,3,3,13,23,8,16,19,9,2,4,22,5,14,40,3,4,13,8,10,40,6,20,19,6,4,2,4,12,4,21,7,0,17,23,12,23,14,4
"40",4,11,3,43,71,48,45,17,11,31,84,55,26,33,25,9,4,55,13,28,125,12,6,27,11,30,52,8,19,18,26,11,8,23,50,16,26,18,17,0,30,70,10,22,18
"41",3,11,3,24,57,41,53,15,9,22,51,36,32,35,26,7,7,45,13,36,108,16,9,21,10,29,73,15,45,30,19,9,10,18,32,9,61,18,23,30,0,47,24,44,16
"42",5,16,5,35,84,71,61,15,11,59,96,70,33,48,31,15,14,87,22,30,149,18,8,29,11,25,84,10,39,17,34,15,12,32,60,12,43,22,12,70,47,0,12,32,23
"43",1,2,2,9,27,20,15,1,2,11,14,11,9,21,10,2,2,14,2,14,25,2,2,14,2,8,22,5,11,16,6,3,1,4,8,4,17,4,23,10,24,12,0,14,6
"44",3,4,3,18,47,30,33,4,5,16,46,26,19,27,21,8,4,34,12,17,57,8,5,17,10,16,51,16,30,13,10,9,8,14,13,6,40,11,14,22,44,32,14,0,6
"45",2,11,4,16,44,27,23,11,9,16,37,38,8,18,19,9,3,34,13,13,73,7,6,17,15,26,32,3,10,16,14,11,2,12,29,3,12,6,4,18,16,23,6,6,0
