"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
"34",3,3,2,13,20,17,25,5,7,17,24,22,7,12,11,4,6,32,8,6,40,6,2,8,2,19,20,4,7,7,10,7,3,0,16,10,11,5,6,10,9,20,1,6,7
"35",4,11,4,52,48,37,42,9,15,67,93,124,18,28,50,25,16,136,20,21,199,13,7,19,19,29,77,7,14,17,44,35,7,16,0,21,32,16,14,29,18,62,3,13,23
"36",2,4,2,14,25,17,15,3,8,12,20,19,3,7,9,5,4,27,7,5,36,3,4,11,4,10,20,2,9,10,6,8,6,10,21,0,11,10,6,14,11,12,3,6,8
"37",1,8,4,23,68,43,43,9,10,31,66,40,32,42,24,13,12,73,10,34,123,13,10,21,6,25,62,24,38,31,20,6,8,11,32,11,0,9,24,20,43,42,9,29,9
"38",2,1,4,9,20,19,11,4,6,9,23,22,8,12,8,9,1,28,5,11,35,6,1,11,9,16,21,3,4,9,12,7,1,5,16,10,9,0,7,17,8,13,0,10,10
"39",1,4,4,13,28,23,18,5,5,9,33,14,13,18,15,3,3,19,2,12,28,4,6,11,5,11,17,9,14,24,13,0,4,6,14,6,24,7,0,5,18,14,13,17,5
"40",2,7,2,24,57,46,38,8,9,22,58,52,22,23,20,6,10,70,11,19,92,11,7,23,10,31,56,7,13,12,21,7,11,10,29,14,20,17,5,0,24,58,6,9,16
"41",2,10,0,19,41,36,28,4,10,23,37,33,20,21,16,4,4,53,10,14,84,10,11,12,8,21,57,13,21,22,12,5,3,9,18,11,43,8,18,24,0,29,16,19,6
"42",4,13,3,41,72,57,49,10,17,62,104,71,33,35,34,17,17,99,15,24,167,15,13,24,13,35,86,12,14,24,35,16,9,20,62,12,42,13,14,58,29,0,5,22,15
"43",0,4,0,3,10,11,13,0,2,3,7,4,6,8,6,1,4,14,4,5,24,3,2,1,2,6,9,1,4,7,4,1,4,1,3,3,9,0,13,6,16,5,0,5,1
"44",1,4,5,19,43,26,37,5,6,17,32,29,16,24,16,6,2,36,7,14,50,8,7,10,6,20,31,6,18,9,14,3,3,6,13,6,29,10,17,9,19,22,5,0,3
"45",1,4,0,13,22,18,11,3,6,21,25,48,11,13,23,10,9,56,12,10,62,4,3,7,12,12,34,3,9,9,13,3,5,7,23,8,9,10,5,16,6,15,1,3,0
