"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
"1",0,0,0,2,0,1,2,0,0,1,0,4,0,0,1,0,0,2,0,0,15,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,2,0,0,0
"2",0,0,0,3,2,2,2,0,1,0,2,2,1,1,1,0,0,1,0,1,12,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0
"3",0,0,0,0,2,3,1,1,1,2,0,2,0,0,1,0,0,0,1,0,1,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"4",2,3,0,0,7,4,11,1,2,11,7,10,4,7,2,1,0,14,3,1,45,3,0,2,2,7,9,0,1,5,1,5,2,1,7,2,2,3,2,8,3,16,1,2,3
"5",0,2,2,7,0,22,18,3,5,9,29,8,9,9,6,3,0,15,3,4,38,6,3,8,4,7,20,1,3,10,2,2,2,2,2,1,4,3,2,9,5,7,1,0,4
"6",1,2,3,4,22,0,18,1,4,11,22,16,8,7,8,1,0,10,3,5,40,4,3,5,4,10,17,0,3,4,3,6,3,2,4,2,3,3,1,7,6,8,1,4,3
"7",2,2,1,11,18,18,0,0,3,5,15,10,5,7,11,4,2,16,3,4,45,5,0,5,3,7,15,1,6,3,1,3,2,2,10,2,5,4,3,8,5,12,0,2,7
"8",0,0,1,1,3,1,0,0,1,4,3,1,0,2,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"9",0,1,1,2,5,4,3,1,0,2,5,2,2,3,1,1,0,1,1,0,9,1,0,1,3,4,5,0,0,4,1,2,0,1,1,0,2,1,1,2,1,0,0,0,1
"10",1,0,2,11,9,11,5,4,2,0,10,12,5,2,3,1,1,11,2,0,43,4,0,4,1,4,15,0,2,5,4,4,1,0,9,0,0,2,2,2,3,5,2,3,1
"11",0,2,0,7,29,22,15,3,5,10,0,22,9,9,11,2,4,13,1,4,58,7,3,5,2,8,18,1,5,9,2,5,3,4,5,3,5,5,4,11,2,12,2,2,5
"12",4,2,2,10,8,16,10,1,2,12,22,0,3,10,11,3,2,31,2,5,90,8,2,2,2,15,18,0,2,5,3,8,1,3,14,2,2,2,3,8,4,13,0,5,6
"13",0,1,0,4,9,8,5,0,2,5,9,3,0,5,5,0,0,4,0,5,21,1,2,0,1,0,8,1,4,1,0,0,0,1,2,0,4,1,2,3,2,1,2,0,0
"14",0,1,0,7,9,7,7,2,3,2,9,10,5,0,6,2,0,6,6,4,28,2,2,2,2,3,13,2,4,5,1,3,0,2,4,3,2,2,0,5,1,9,0,5,2
"15",1,1,1,2,6,8,11,0,1,3,11,11,5,6,0,1,1,8,0,4,24,1,1,0,0,4,9,1,4,1,0,2,0,2,9,3,3,3,0,1,5,7,0,1,2
"16",0,0,0,1,3,1,4,0,1,1,2,3,0,2,1,0,1,3,0,1,5,0,0,1,1,3,2,0,0,0,0,0,1,2,1,0,1,0,0,1,2,2,0,1,0
"17",0,0,0,0,0,0,2,0,0,1,4,2,0,0,1,1,0,3,1,1,11,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1
"18",2,1,0,14,15,10,16,0,1,11,13,31,4,6,8,3,3,0,1,1,74,6,2,4,1,16,25,2,1,4,5,5,3,4,18,4,5,3,1,10,4,12,2,0,6
"19",0,0,1,3,3,3,3,2,1,2,1,2,0,6,0,0,1,1,0,3,11,0,0,1,1,1,3,1,1,1,2,1,0,1,3,1,0,0,1,3,1,2,0,1,1
