"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
"1",0,17,7,6,29,12,11,9,2,12,25,12,8,6,4,2,3,12,7,8,26,5,0,6,2,6,11,3,4,2,7,4,0,2,3,4,5,2,0,5,3,7,0,5,2
"2",17,0,9,66,97,43,34,17,17,36,88,28,25,25,19,8,3,27,19,38,54,11,8,13,12,10,40,13,7,7,14,7,1,10,8,6,13,7,4,21,7,24,2,10,10
"3",7,9,0,10,34,13,11,11,18,14,32,11,4,6,5,6,2,13,15,7,28,11,4,13,3,10,9,1,2,0,5,3,3,3,3,3,5,4,3,10,3,8,1,3,5
"4",6,66,10,0,221,101,91,41,34,89,203,100,47,62,41,29,11,87,29,73,132,19,12,35,13,40,55,13,20,22,28,11,5,20,48,11,31,20,12,43,21,68,1,29,17
"5",29,97,34,221,0,403,319,90,80,255,681,215,187,176,147,60,41,212,99,192,394,61,37,146,57,121,264,51,110,73,83,38,38,77,106,36,145,48,48,121,108,190,22,105,52
"6",12,43,13,101,403,0,173,52,37,125,335,123,105,99,80,38,30,118,38,101,187,46,22,63,22,75,132,28,48,44,49,21,17,37,64,15,69,32,26,77,48,133,6,42,30
"7",11,34,11,91,319,173,0,21,30,113,235,94,94,87,62,27,14,110,27,110,163,33,23,66,26,57,129,34,65,46,42,20,15,34,54,10,61,25,34,51,55,89,8,50,26
"8",9,17,11,41,90,52,21,0,22,45,76,58,21,29,19,11,12,43,14,20,79,12,8,24,9,23,34,8,10,9,16,6,6,11,37,7,24,6,4,25,11,30,1,7,17
"9",2,17,18,34,80,37,30,22,0,31,70,41,19,24,25,16,4,42,38,21,57,9,6,40,11,21,34,3,9,8,16,4,10,17,14,10,16,7,6,32,8,29,2,11,14
"10",12,36,14,89,255,125,113,45,31,0,244,205,66,64,80,29,15,140,46,94,221,22,19,60,29,59,87,22,30,41,66,25,15,34,92,21,53,24,20,59,36,106,9,35,35
