"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
"1",0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2",0,0,0,2,1,1,2,2,1,3,3,3,0,0,0,0,0,3,0,0,7,0,0,0,0,1,2,0,1,2,0,0,0,1,4,1,2,0,0,1,0,2,0,1,1
"3",0,0,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"4",2,2,2,0,9,5,3,3,2,11,6,10,0,2,4,0,1,7,0,2,33,2,1,1,1,4,7,0,0,1,3,2,0,1,0,1,0,2,1,3,0,5,1,2,2
"5",0,1,1,9,0,9,11,3,3,7,21,8,3,4,4,0,0,7,4,4,48,3,0,4,2,4,6,0,2,0,4,3,5,1,2,4,2,1,3,4,3,5,2,3,2
"6",0,1,1,5,9,0,6,3,2,6,11,6,4,4,2,0,1,6,2,2,27,1,0,1,1,3,5,1,1,0,4,0,0,0,3,0,2,2,1,3,2,5,2,0,1
"7",0,2,2,3,11,6,0,1,1,4,4,5,3,4,5,0,1,5,3,3,30,1,0,3,2,3,6,1,1,0,2,1,2,0,5,2,0,0,1,5,2,3,0,3,1
"8",0,2,1,3,3,3,1,0,0,7,6,3,1,2,1,0,0,4,0,0,10,0,1,0,0,1,0,1,0,1,2,0,0,0,2,1,0,1,0,1,0,1,1,2,0
"9",0,1,0,2,3,2,1,0,0,1,0,2,0,1,1,0,0,3,3,1,4,2,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,1,0,2,0,1,0,0,1
"10",0,3,1,11,7,6,4,7,1,0,5,9,0,3,2,0,0,14,4,0,24,0,0,1,0,1,7,0,0,1,0,1,0,1,4,1,0,2,0,2,3,2,0,1,1
"11",2,3,0,6,21,11,4,6,0,5,0,9,6,10,4,0,0,13,3,7,43,1,2,3,0,2,7,1,3,1,4,2,4,0,5,2,6,3,3,5,3,10,0,4,2
"12",3,3,0,10,8,6,5,3,2,9,9,0,4,7,11,1,2,33,0,2,57,2,1,2,1,8,14,0,1,5,3,5,1,3,13,1,3,2,2,5,4,6,0,5,6
"13",0,0,0,0,3,4,3,1,0,0,6,4,0,4,2,0,1,3,0,2,17,2,2,2,1,1,2,1,2,0,3,0,1,0,2,1,1,1,1,0,3,2,0,1,0
"14",0,0,0,2,4,4,4,2,1,3,10,7,4,0,5,0,0,7,3,4,25,1,1,1,0,4,8,0,2,3,1,3,1,1,1,0,3,0,0,3,1,7,1,1,0
"15",0,0,0,4,4,2,5,1,1,2,4,11,2,5,0,0,0,5,0,1,16,1,1,0,0,3,6,0,0,3,1,2,0,1,0,1,0,0,0,3,1,2,0,1,2
"16",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"17",0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2,3,0,7,7,6,5,4,3,14,13,33,3,7,5,2,0,0,4,5,78,2,4,1,1,5,17,0,3,2,6,4,0,5,9,2,4,2,1,6,3,7,0,2,7
"19",0,0,0,0,4,2,3,0,3,4,3,0,0,3,0,0,0,4,0,1,12,0,0,1,0,1,5,0,2,0,0,1,1,0,1,2,3,1,0,2,0,0,1,0,2
"20",0,0,0,2,4,2,3,0,1,0,7,2,2,4,1,0,0,5,1,0,13,3,1,1,2,1,5,1,1,2,3,3,2,2,1,2,1,0,0,4,1,2,0,0,1
"21",8,7,2,33,48,27,30,10,4,24,43,57,17,25,16,3,0,78,12,13,0,3,6,8,6,20,59,5,9,10,22,22,10,8,50,7,11,10,7,30,24,40,7,8,15
"22",0,0,0,2,3,1,1,0,2,0,1,2,2,1,1,0,0,2,0,3,3,0,2,2,0,0,2,1,1,0,1,0,1,1,3,1,0,0,2,2,1,2,0,1,0
"23",0,0,0,1,0,0,0,1,0,0,2,1,2,1,1,0,0,4,0,1,6,2,0,0,0,2,2,0,0,1,0,1,0,0,2,2,0,1,0,0,1,1,0,1,0
"24",0,0,0,1,4,1,3,0,0,1,3,2,2,1,0,0,1,1,1,1,8,2,0,0,2,2,2,0,2,1,1,1,4,2,2,2,0,2,1,1,3,3,0,2,0
"25",0,0,0,1,2,1,2,0,0,0,0,1,1,0,0,0,1,1,0,2,6,0,0,2,0,2,1,0,0,1,2,1,0,1,1,0,0,1,0,0,1,1,0,0,0
"26",0,1,1,4,4,3,3,1,0,1,2,8,1,4,3,0,1,5,1,1,20,0,2,2,2,0,5,0,1,4,4,2,0,1,6,1,0,0,0,1,2,4,1,1,1
"27",1,2,0,7,6,5,6,0,1,7,7,14,2,8,6,1,1,17,5,5,59,2,2,2,1,5,0,1,5,2,5,6,3,3,10,3,1,2,1,4,4,11,0,2,2
"28",0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"29",1,1,0,0,2,1,1,0,0,0,3,1,2,2,0,0,0,3,2,1,9,1,0,2,0,1,5,1,0,3,0,1,0,1,4,0,1,0,2,1,0,2,0,1,0
"30",0,2,0,1,0,0,0,1,0,1,1,5,0,3,3,0,0,2,0,2,10,0,1,1,1,4,2,0,3,0,1,3,0,1,2,0,1,0,0,0,2,3,0,2,0
"31",0,0,1,3,4,4,2,2,0,0,4,3,3,1,1,0,0,6,0,3,22,1,0,1,2,4,5,1,0,1,0,4,1,0,4,0,2,0,0,0,2,5,1,0,1
"32",0,0,0,2,3,0,1,0,0,1,2,5,0,3,2,0,0,4,1,3,22,0,1,1,1,2,6,0,1,3,4,0,2,2,3,1,0,1,0,1,3,4,0,1,3
"33",0,0,0,0,5,0,2,0,0,0,4,1,1,1,0,0,0,0,1,2,10,1,0,4,0,0,3,0,0,0,1,2,0,0,0,3,2,1,0,3,2,4,1,1,1
"34",0,1,0,1,1,0,0,0,2,1,0,3,0,1,1,0,0,5,0,2,8,1,0,2,1,1,3,0,1,1,0,2,0,0,6,1,0,0,0,1,1,4,0,0,0
"35",1,4,1,0,2,3,5,2,1,4,5,13,2,1,0,1,0,9,1,1,50,3,2,2,1,6,10,0,4,2,4,3,0,6,0,2,0,2,2,7,1,7,0,2,3
"36",0,1,0,1,4,0,2,1,2,1,2,1,1,0,1,1,0,2,2,2,7,1,2,2,0,1,3,0,0,0,0,1,3,1,2,0,0,3,1,2,2,3,0,3,5
"37",0,2,0,0,2,2,0,0,1,0,6,3,1,3,0,0,0,4,3,1,11,0,0,0,0,0,1,1,1,1,2,0,2,0,0,0,0,0,0,2,3,1,1,1,2
"38",0,0,0,2,1,2,0,1,1,2,3,2,1,0,0,0,0,2,1,0,10,0,1,2,1,0,2,0,0,0,0,1,1,0,2,3,0,0,0,1,2,0,2,1,0
"39",0,0,0,1,3,1,1,0,0,0,3,2,1,0,0,1,0,1,0,0,7,2,0,1,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,1,5,0,2,1,1
"40",0,1,0,3,4,3,5,1,2,2,5,5,0,3,3,0,0,6,2,4,30,2,0,1,0,1,4,0,1,0,0,1,3,1,7,2,2,1,1,0,1,9,0,1,1
"41",0,0,0,0,3,2,2,0,0,3,3,4,3,1,1,0,0,3,0,1,24,1,1,3,1,2,4,0,0,2,2,3,2,1,1,2,3,2,5,1,0,8,5,4,1
"42",0,2,1,5,5,5,3,1,1,2,10,6,2,7,2,0,0,7,0,2,40,2,1,3,1,4,11,0,2,3,5,4,4,4,7,3,1,0,0,9,8,0,1,2,3
"43",0,0,1,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,2,0,5,1,0,0,0
"44",0,1,0,2,3,0,3,2,0,1,4,5,1,1,1,0,0,2,0,0,8,1,1,2,0,1,2,0,1,2,0,1,1,0,2,3,1,1,1,1,4,2,0,0,1
"45",1,1,0,2,2,1,1,0,1,1,2,6,0,0,2,1,0,7,2,1,15,0,0,0,0,1,2,0,0,0,1,3,1,0,3,5,2,0,1,1,1,3,0,1,0
