"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
"34",0,1,1,4,10,6,6,4,1,7,11,8,4,8,2,3,1,9,2,3,33,7,4,8,2,9,15,1,3,7,6,4,1,0,10,5,6,3,0,12,5,12,1,6,1
"35",2,7,4,25,32,22,31,10,8,48,41,59,13,22,24,11,7,61,13,12,167,13,7,14,15,36,48,6,10,15,29,14,6,10,0,13,19,10,10,32,21,30,1,15,19
"36",2,3,2,4,8,4,7,3,3,8,9,9,2,6,3,3,0,15,7,5,27,3,1,9,3,6,8,2,4,5,5,4,9,5,13,0,4,5,1,7,2,10,0,1,2
"37",1,5,3,8,22,13,15,3,3,13,20,25,10,9,11,3,3,17,2,11,63,4,3,10,3,10,23,4,14,9,9,3,2,6,19,4,0,4,5,12,11,14,1,9,3
"38",0,5,2,9,13,9,14,3,4,8,13,7,6,6,1,6,3,10,3,11,32,4,2,12,5,12,12,2,3,7,5,3,2,3,10,5,4,0,1,9,5,11,1,6,1
"39",0,0,1,4,12,6,12,0,1,6,11,10,9,7,5,1,0,8,0,6,31,3,2,2,2,10,14,2,5,8,2,3,0,0,10,1,5,1,0,2,10,6,5,6,6
"40",0,7,1,15,24,21,17,6,10,15,27,28,11,15,6,8,2,28,4,11,84,11,5,10,6,18,31,2,5,9,17,5,2,12,32,7,12,9,2,0,14,35,3,8,6
"41",1,3,0,9,24,11,19,6,2,10,23,18,15,11,5,1,7,24,4,12,77,8,6,6,7,11,27,4,10,10,11,4,5,5,21,2,11,5,10,14,0,18,10,17,3
"42",0,3,4,21,30,17,22,7,5,27,36,34,18,16,9,10,2,38,6,8,91,7,6,14,6,15,38,4,15,16,14,4,8,12,30,10,14,11,6,35,18,0,1,14,7
"43",1,1,0,1,6,7,4,0,1,3,4,3,3,5,2,0,0,5,1,1,20,1,0,1,1,3,5,0,1,4,2,1,1,1,1,0,1,1,5,3,10,1,0,3,1
"44",0,3,3,13,20,12,13,5,3,13,22,12,9,10,6,5,4,21,1,6,48,6,6,7,4,12,21,3,5,10,6,2,1,6,15,1,9,6,6,8,17,14,3,0,1
"45",2,1,1,7,12,3,12,0,2,15,16,13,4,3,6,5,3,18,5,1,42,1,2,5,8,5,7,0,0,4,11,3,2,1,19,2,3,1,6,6,3,7,1,1,0
